query	no	title	link	description	total_text
전주여행	11	 전주 여행  전연령 렌트카 추천	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110203&docId=477031265&qb=7KCE7KO87Jes7ZaJ&enc=utf8	이번에 전주 여행 2박3일로 가는 저는 21살 만으로 만 19세입니다 전주 전연령 자동차 추천좀 부탁드리겠습니다 그리고 가격도 2일 렌트하면 총 어느정도 나올까요 전주에서 21세 이상 렌트 가능한 자동차를 찾아보세요 가격은 	 전주 여행  전연령 렌트카 추천 이번에 전주 여행 2박3일로 가는 저는 21살 만으로 만 19세입니다 전주 전연령 자동차 추천좀 부탁드리겠습니다 그리고 가격도 2일 렌트하면 총 어느정도 나올까요 전주에서 21세 이상 렌트 가능한 자동차를 찾아보세요 가격은 
전주여행	12	 전주 -포항  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=480520103&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주 에서 포항까지 여행 기차가 나을까요 버스가 나을까요 안녕하세요 전주 에서 포항까지 여행 을 할 때 기차와 버스 각각 장단점이 있으므로 어떤 방법이 더 나은지 결정하는 데 있어 몇 가지 요소를 고려할 필요가 있습니다 1 	 전주 -포항  여행   전주 에서 포항까지 여행 기차가 나을까요 버스가 나을까요 안녕하세요 전주 에서 포항까지 여행 을 할 때 기차와 버스 각각 장단점이 있으므로 어떤 방법이 더 나은지 결정하는 데 있어 몇 가지 요소를 고려할 필요가 있습니다 1 
전주여행	13	 전주 펜션 한옥으로 된곳이요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9011403&docId=474260729&qb=7KCE7KO87Jes7ZaJ&enc=utf8	이번에 남자친구랑 같이 2박3일 전주여행 가기로해서 얼른 전주펜션 알아봐야하는데 한옥마을 근처나 한옥느낌 나는 전주펜션 쪽으로 갈만한데 없을까요 내부는 정감있는 분위기면 다 좋을 것 같아요 빠른답변 꼭 부탁드랴용 	 전주 펜션 한옥으로 된곳이요! 이번에 남자친구랑 같이 2박3일 전주여행 가기로해서 얼른 전주펜션 알아봐야하는데 한옥마을 근처나 한옥느낌 나는 전주펜션 쪽으로 갈만한데 없을까요 내부는 정감있는 분위기면 다 좋을 것 같아요 빠른답변 꼭 부탁드랴용 
전주여행	14	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=480354904&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 주세요 전주 는 한옥마을로 유명한 완산구가 있으며 덕진구 또한 멋진 추억을 가진 장소가 많이 있습니다 완산구 덕진구에 대해서 여행 지를 	 전주 여행   주세요 전주 는 한옥마을로 유명한 완산구가 있으며 덕진구 또한 멋진 추억을 가진 장소가 많이 있습니다 완산구 덕진구에 대해서 여행 지를 
전주여행	15	 전주  뚜벅이  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=483457492&qb=7KCE7KO87Jes7ZaJ&enc=utf8	5월달에 엄마랑 전주 로 뚜벅이 여행 계획중인데 답변 부탁 드려요 1 기차랑 고속버스 중에 어떤걸 타는게 좋을까요 2 전주 에 도착해서 관광 할때 이용할 수 있는 교통수단은 어떤게 있을까요 3 숙소 추천도 부탁드려요 서울 	 전주  뚜벅이  여행  5월달에 엄마랑 전주 로 뚜벅이 여행 계획중인데 답변 부탁 드려요 1 기차랑 고속버스 중에 어떤걸 타는게 좋을까요 2 전주 에 도착해서 관광 할때 이용할 수 있는 교통수단은 어떤게 있을까요 3 숙소 추천도 부탁드려요 서울 
전주여행	16	 전주  당일치기  여행 요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=480835916&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 어렵네요 전주 당일치기 여행 을 계획 중이시군요 전주 역에서 한옥마을까지 가는 방법과 당일치기 코스를 알려드릴게요 전주 역에서 한옥마을까지 가는 방법으로는 택시와 버스가 있어요 전주 역에서 한옥마을까지 택시를 	 전주  당일치기  여행 요  어렵네요 전주 당일치기 여행 을 계획 중이시군요 전주 역에서 한옥마을까지 가는 방법과 당일치기 코스를 알려드릴게요 전주 역에서 한옥마을까지 가는 방법으로는 택시와 버스가 있어요 전주 역에서 한옥마을까지 택시를 
전주여행	17	 전주여행  2박3일 경비	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90109&docId=471097881&qb=7KCE7KO87Jes7ZaJ&enc=utf8	보통 전주여행 2박3일 경비가 얼마정도 드나요 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요 질문에 도움이 되는 답변이 되셨길 바래요 2박3일 전주여행 예산 30만원 내외 숙소 13만원은 적당합니다 	 전주여행  2박3일 경비 보통 전주여행 2박3일 경비가 얼마정도 드나요 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요 질문에 도움이 되는 답변이 되셨길 바래요 2박3일 전주여행 예산 30만원 내외 숙소 13만원은 적당합니다 
전주여행	18	1박2일  전주  커플 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=461495433&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주 여행 에 대해 도움을 드릴게요 1 남자친구의 차를 이용할지 KTX를 이용할지에 대해서는 여러 가지 요소를 고려해보셔야 합니다 만약 교통체증이 예상되는 날짜라면 KTX를 이용하는 것이 편할 수 있습니다 또한 남자친구의 	1박2일  전주  커플 여행   전주 여행 에 대해 도움을 드릴게요 1 남자친구의 차를 이용할지 KTX를 이용할지에 대해서는 여러 가지 요소를 고려해보셔야 합니다 만약 교통체증이 예상되는 날짜라면 KTX를 이용하는 것이 편할 수 있습니다 또한 남자친구의 
전주여행	19	남해, 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=461982007&qb=7KCE7KO87Jes7ZaJ&enc=utf8	남해 전주 여행 가려는데 여행지와 맛집 추천좀 해주세요 보리암 다랭이굴 독일마을 전주 한옥마을빼고 두세개씩5명이서 갈곳 맛집 빨리추천해주세요 앞에 말했던곳은 갈꺼라서 추천안해주셔도 됩니다 전주여행 전주맛집 	남해, 전주 여행  남해 전주 여행 가려는데 여행지와 맛집 추천좀 해주세요 보리암 다랭이굴 독일마을 전주 한옥마을빼고 두세개씩5명이서 갈곳 맛집 빨리추천해주세요 앞에 말했던곳은 갈꺼라서 추천안해주셔도 됩니다 전주여행 전주맛집 
전주여행	20	 전주여행  갈곳 추천	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=484366658&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 	 전주여행  갈곳 추천  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 
전주여행	21	 전주여행  1박2일 코스질문요.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=464365893&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 코스한번짜주실분 전라도쪽은 저도여행을간적이없어서 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 	 전주여행  1박2일 코스질문요.  코스한번짜주실분 전라도쪽은 저도여행을간적이없어서 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 
전주여행	22	 전주여행  3일	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=461053318&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 3일 간다면 여행 총 비용이 얼마 나올까요 전주 여행 의 총 비용은 여러 요소에 따라 달라지지만 일반적으로 다음과 같은 항목들이 포함됩니다 1 교통비 전주까지 이동하기 위한 교통비용이 있을 것입니다 이는 여행하는 	 전주여행  3일  전주여행 3일 간다면 여행 총 비용이 얼마 나올까요 전주 여행 의 총 비용은 여러 요소에 따라 달라지지만 일반적으로 다음과 같은 항목들이 포함됩니다 1 교통비 전주까지 이동하기 위한 교통비용이 있을 것입니다 이는 여행하는 
전주여행	23	 전주여행 코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=485639059&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 시작을 	 전주여행 코스  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 시작을 
전주여행	24	 전주  당일치기 혼자  여행  코스 추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=483615087&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 박물관 미술관 지역 공간을 스토리로 엮어 안내하는 해설형 문화 코스 노쇼 방지를 위해 5천원 예약금만 결제하고 현장에서 5천천 원 상당 음료 기프티콘으로 환급 선착순 마감이라 전주 여행 계획 있으신 분들은 	 전주  당일치기 혼자  여행  코스 추천  박물관 미술관 지역 공간을 스토리로 엮어 안내하는 해설형 문화 코스 노쇼 방지를 위해 5천원 예약금만 결제하고 현장에서 5천천 원 상당 음료 기프티콘으로 환급 선착순 마감이라 전주 여행 계획 있으신 분들은 
전주여행	25	 전주여행  차가 필요한가요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=482799629&qb=7KCE7KO87Jes7ZaJ&enc=utf8	안녕하세요 1박2일 전주여행 계획중입니다 서울에서 전주까지는 기차를타고갈건데 전주내에서 렌트를 해야할지 궁금합니다 참고로 전주한옥마을 포함해서 유명 관광지만 돌아볼계획입니다 전주여행 전주맛집 국내여행 	 전주여행  차가 필요한가요 안녕하세요 1박2일 전주여행 계획중입니다 서울에서 전주까지는 기차를타고갈건데 전주내에서 렌트를 해야할지 궁금합니다 참고로 전주한옥마을 포함해서 유명 관광지만 돌아볼계획입니다 전주여행 전주맛집 국내여행 
전주여행	26	 전주여행 ..	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=473332244&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주는 대중교통이나 택시 이용하시는걸 	 전주여행 ..  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주는 대중교통이나 택시 이용하시는걸 
전주여행	27	 전주  완주  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=456754318&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 완주 어느쪽을 여행하느냐에 따라 	 전주  완주  여행   전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 완주 어느쪽을 여행하느냐에 따라 
전주여행	28	 전주  3박4일  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=459258161&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 부탁드립니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 	 전주  3박4일  여행   부탁드립니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 
전주여행	29	 전주여행 코스좀짜주세요ㅜㅜ	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=465655085&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 코스를 짜드릴 수 있습니다 전주는 역사적인 유적지와 전통문화가 빛나는 곳으로 유명한데요 먼저 전주한옥마을을 방문하시면 한옥의 아름다움을 느낄 수 있습니다 여행의 시작지라고 할 수 있는 전주한옥마을에서 	 전주여행 코스좀짜주세요ㅜㅜ  전주여행 코스를 짜드릴 수 있습니다 전주는 역사적인 유적지와 전통문화가 빛나는 곳으로 유명한데요 먼저 전주한옥마을을 방문하시면 한옥의 아름다움을 느낄 수 있습니다 여행의 시작지라고 할 수 있는 전주한옥마을에서 
전주여행	30	 전주여행  대중교통이랑 렌트카중 어떤게 좋을까요?	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=477694429&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 때 움직이기 차가 편할지 대중교통이 편할지 알려주세요 교통 상황이 어떤지 궁금합니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 	 전주여행  대중교통이랑 렌트카중 어떤게 좋을까요?  전주여행 때 움직이기 차가 편할지 대중교통이 편할지 알려주세요 교통 상황이 어떤지 궁금합니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 
전주여행	31	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=457210792&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주 여행 을 가시려하는군요 그렇다면 전주에서 연인들이 제일 많이 찾는 곳들 추천해드리겠습니다 전주한옥마을 전주동물원 한국도로공사수목원 전주향교 덕진공원 	 전주 여행   전주 여행 을 가시려하는군요 그렇다면 전주에서 연인들이 제일 많이 찾는 곳들 추천해드리겠습니다 전주한옥마을 전주동물원 한국도로공사수목원 전주향교 덕진공원 
전주여행	32	 전주여행  관련	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=469137468&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 주말인지 평일인지에 따라다릅니다 	 전주여행  관련  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 주말인지 평일인지에 따라다릅니다 
전주여행	33	 전주 여행  가려고 하는데 1박2일vs2박3일	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=465668786&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 어떤게 적당할지 추천 좀 해주세요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 	 전주 여행  가려고 하는데 1박2일vs2박3일  어떤게 적당할지 추천 좀 해주세요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 
전주여행	34	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=449461461&qb=7KCE7KO87Jes7ZaJ&enc=utf8	이번주에 전주 여행 1박 2일로 처음 가는데 가볼데 추천 좀 해주세요 걷기 좋은데 위주로요 걷는 거 좋아해요 트레킹 좋아해요 전주여행 을 계획중이시군요 전주에는 다양한 볼거리들과 	 전주 여행  이번주에 전주 여행 1박 2일로 처음 가는데 가볼데 추천 좀 해주세요 걷기 좋은데 위주로요 걷는 거 좋아해요 트레킹 좋아해요 전주여행 을 계획중이시군요 전주에는 다양한 볼거리들과 
전주여행	35	 전주  2박3일 3명  여행  1인 경비	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=480452158&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 식비랑 교통비 감이 안잡혀서요 술은 마실건데 많이 안마셔서 술값으로는 한번마실 때 만원씩 쓸거같아요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 	 전주  2박3일 3명  여행  1인 경비  식비랑 교통비 감이 안잡혀서요 술은 마실건데 많이 안마셔서 술값으로는 한번마실 때 만원씩 쓸거같아요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 
전주여행	36	 전주  2박3일 여행  비용	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441096616&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 한옥마을은 입장료는 따로없습니다 기본 	 전주  2박3일 여행  비용  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 한옥마을은 입장료는 따로없습니다 기본 
전주여행	37	친구랑  전주여행 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=452584751&qb=7KCE7KO87Jes7ZaJ&enc=utf8	친구랑 첫 전주여행 을 가보려고 합니다 가볼만한곳 호텔 맛집 추천해주세요 호텔은 시설이 괜찮고 깨끗했으면 좋겠어요 한옥이어도 괜찮아요 침대가 있는곳이면 더 좋겠어요 맛집은 양식 중식 일식 상관없습니다 비용도 1인당 	친구랑  전주여행  친구랑 첫 전주여행 을 가보려고 합니다 가볼만한곳 호텔 맛집 추천해주세요 호텔은 시설이 괜찮고 깨끗했으면 좋겠어요 한옥이어도 괜찮아요 침대가 있는곳이면 더 좋겠어요 맛집은 양식 중식 일식 상관없습니다 비용도 1인당 
전주여행	38	2박3일  전주  크리스마스  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=459344814&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 시작을 	2박3일  전주  크리스마스  여행   전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 코스는 한옥마을에서부터 시작을 
전주여행	39	1박2일  전주여행 ~.~	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=407203201&qb=7KCE7KO87Jes7ZaJ&enc=utf8	 질문하신 전주 여행 일정 관련 답변 드리도록 하겠습니다 여행가실 때 계획짜기 너무 귀찮죠 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요 아래 일정을 참고해 보시고 즐거운 여행되시길 바라요 1일차 	1박2일  전주여행 ~.~  질문하신 전주 여행 일정 관련 답변 드리도록 하겠습니다 여행가실 때 계획짜기 너무 귀찮죠 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요 아래 일정을 참고해 보시고 즐거운 여행되시길 바라요 1일차 
