query	no	title	link	description	total_text
경주여행	11	 경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=483364174&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 은 아래를 참조하시면 더 도움 될거에요 https valina8342 tistory com entry EC B2 9C EB 85 84 EC 9D 98 EC 97 AD EC 82 AC EC 99 80 EA B0 90 EC 84 B1 EC 97 AC ED 96 89 EA B2 BD EC A3 BC ED 95 84 EC 88 98 EC BD 94 EC 8A A4 EC 	 경주 여행   경주여행 은 아래를 참조하시면 더 도움 될거에요 https valina8342 tistory com entry EC B2 9C EB 85 84 EC 9D 98 EC 97 AD EC 82 AC EC 99 80 EA B0 90 EC 84 B1 EC 97 AC ED 96 89 EA B2 BD EC A3 BC ED 95 84 EC 88 98 EC BD 94 EC 8A A4 EC 
경주여행	12	 경주여행  질문	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=477098415&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 코스 짜봤는데요 이렇게 가도 되나요 그리고 2일차에 경주시내권 숙소인데 첨성대코스와 황리단길은 도보이동 가능한가요 아니면 차타고 가야하나요 1일차 불국사권 숙소 1 불국사 2 석굴암 바람의 언덕 3 숙소 체크인 4 	 경주여행  질문  경주여행 코스 짜봤는데요 이렇게 가도 되나요 그리고 2일차에 경주시내권 숙소인데 첨성대코스와 황리단길은 도보이동 가능한가요 아니면 차타고 가야하나요 1일차 불국사권 숙소 1 불국사 2 석굴암 바람의 언덕 3 숙소 체크인 4 
경주여행	13	 경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=477081199&qb=6rK97KO87Jes7ZaJ&enc=utf8	2월에 2박3일로 경주 여행 가려고 하는데 펜션이나 호텔 예약은 몇달전부터 하는 게 좋을까요 1달전이 제일 좋습니다만 가는 날짜들이 성수기라면 2달전에 하는게 좋겠죠 	 경주 여행  2월에 2박3일로 경주 여행 가려고 하는데 펜션이나 호텔 예약은 몇달전부터 하는 게 좋을까요 1달전이 제일 좋습니다만 가는 날짜들이 성수기라면 2달전에 하는게 좋겠죠 
경주여행	14	 경주여행  당일치기 질문이요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=483638250&qb=6rK97KO87Jes7ZaJ&enc=utf8	뚜버기 인데 1박 할지 당일치기로 갔다올지 모르겠는데 우선 당일로 갈거같아요 오전 11시 쯤 경주 터미널 도착 오후9시 경주 터미널 에서 집가는버스 11시 경주 버스터미널에 도착한다고 치면 황리단길 대릉원 첨성대 월정교 동궁과월지 	 경주여행  당일치기 질문이요 뚜버기 인데 1박 할지 당일치기로 갔다올지 모르겠는데 우선 당일로 갈거같아요 오전 11시 쯤 경주 터미널 도착 오후9시 경주 터미널 에서 집가는버스 11시 경주 버스터미널에 도착한다고 치면 황리단길 대릉원 첨성대 월정교 동궁과월지 
경주여행	15	 경주 여행  가볼까 하는데요?	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=483971932&qb=6rK97KO87Jes7ZaJ&enc=utf8	 다른곳은 특별히 안가고 경주만 보려고요 저도 경주 여행 준비하면서 진짜 헤맸는데요 시티투어 탈까 그냥 블로그 한 번 보고 시작해보세요 경주 여행 헛걸음 없이 딱 맞게 즐기고 싶다면 여기부터 보시는 거 추천드립니다 	 경주 여행  가볼까 하는데요?  다른곳은 특별히 안가고 경주만 보려고요 저도 경주 여행 준비하면서 진짜 헤맸는데요 시티투어 탈까 그냥 블로그 한 번 보고 시작해보세요 경주 여행 헛걸음 없이 딱 맞게 즐기고 싶다면 여기부터 보시는 거 추천드립니다 
경주여행	16	 경주여행  어때요?고등학생시절 추억 만들까해요ㅠ... 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=12091502&docId=153078029&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 어때요 고등학생시절 추억 만들까해요 로또되는 꿈 꿨는데 해몽해줘요 컴퓨터 조립식은 얼마죠 경주 여행 은 고등학생 시절의 추억을 만들기에 아주 좋은 선택입니다 경주는 한국의 역사와 문화를 느낄 수 있는 도시로 	 경주여행  어때요?고등학생시절 추억 만들까해요ㅠ...   경주여행 어때요 고등학생시절 추억 만들까해요 로또되는 꿈 꿨는데 해몽해줘요 컴퓨터 조립식은 얼마죠 경주 여행 은 고등학생 시절의 추억을 만들기에 아주 좋은 선택입니다 경주는 한국의 역사와 문화를 느낄 수 있는 도시로 
경주여행	17	남자혼자  경주여행  4박5일 일정 및 숙소예약 문의	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=485830206&qb=6rK97KO87Jes7ZaJ&enc=utf8	 혼자 경주 여행 멋지게 계획 중이시네요 4박 5일이면 여유 있게 경주를 제대로 느낄 수 있는 일정이에요 가성비 숙소 경주역 근처 게스트하우스나 황리단길 쪽 한옥 게스트하우스가 가격도 좋고 접근성도 좋아요 바닷가 이동 	남자혼자  경주여행  4박5일 일정 및 숙소예약 문의  혼자 경주 여행 멋지게 계획 중이시네요 4박 5일이면 여유 있게 경주를 제대로 느낄 수 있는 일정이에요 가성비 숙소 경주역 근처 게스트하우스나 황리단길 쪽 한옥 게스트하우스가 가격도 좋고 접근성도 좋아요 바닷가 이동 
경주여행	18	 경주여행  루트 천마총 경주중앙시장	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=473363034&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 일정을 천마총 갔다가 중앙시장 가려고 하는데 네이버 지도에 검색해보니까 다시 밑으로 내려갔다가 올라가라고 하네요 동선낭비 너무 심한데 지도에 나온거처럼 삥 돌아가야 하나요 중간에 나가는 문 없나요 천마총 	 경주여행  루트 천마총 경주중앙시장  경주여행 일정을 천마총 갔다가 중앙시장 가려고 하는데 네이버 지도에 검색해보니까 다시 밑으로 내려갔다가 올라가라고 하네요 동선낭비 너무 심한데 지도에 나온거처럼 삥 돌아가야 하나요 중간에 나가는 문 없나요 천마총 
경주여행	19	20대 중반 여성  경주여행  식당 및 술집 추천해주세요	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=471211718&qb=6rK97KO87Jes7ZaJ&enc=utf8	 7월에 친구들이랑 경주 여행 을 가는데 경주에 대해서 마땅히 잘 알지 못해서 막막하네요 20대 여자이며 술을 좋아합니다 황리단길이랑 보문단지 핫플 추천해 주세요 그리고 맛있는 식당도 추천 부탁드립니다 하루는 시내권 	20대 중반 여성  경주여행  식당 및 술집 추천해주세요  7월에 친구들이랑 경주 여행 을 가는데 경주에 대해서 마땅히 잘 알지 못해서 막막하네요 20대 여자이며 술을 좋아합니다 황리단길이랑 보문단지 핫플 추천해 주세요 그리고 맛있는 식당도 추천 부탁드립니다 하루는 시내권 
경주여행	20	 경주 여행  1박2일	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=477072457&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주 여행 1박 2일 경비 어느정도 나올까요 숙소랑 교통비 빼고요 쓰기나름 이지만 식대 입장료 간식 정도이면 큰돈은 들지 않겠조 본인의 주머니 만큼 생각해서 조절하여 쓰는게 좋겠네요 여유가 있다면 맛있는것도 먹고해도 좋겠죠	 경주 여행  1박2일  경주 여행 1박 2일 경비 어느정도 나올까요 숙소랑 교통비 빼고요 쓰기나름 이지만 식대 입장료 간식 정도이면 큰돈은 들지 않겠조 본인의 주머니 만큼 생각해서 조절하여 쓰는게 좋겠네요 여유가 있다면 맛있는것도 먹고해도 좋겠죠
경주여행	21	 경주여행 지 2박3일 추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=480019503&qb=6rK97KO87Jes7ZaJ&enc=utf8	이번에 남자친구 전역 직전으로 경주 여행 을 가기로 했는데요 둘다 황리단길 외엔 아는게 없어서요 차가 있어서 경주여행 을 계획하고 계시는군요 별다섯개 경주 2박3일 여행코스를 공유하니 내용 참고하시면 좋을 것같습니다 	 경주여행 지 2박3일 추천 이번에 남자친구 전역 직전으로 경주 여행 을 가기로 했는데요 둘다 황리단길 외엔 아는게 없어서요 차가 있어서 경주여행 을 계획하고 계시는군요 별다섯개 경주 2박3일 여행코스를 공유하니 내용 참고하시면 좋을 것같습니다 
경주여행	22	아이랑 일박이일  경주여행 코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=484630101&qb=6rK97KO87Jes7ZaJ&enc=utf8	다섯 살 아이와 함께 경주로 가족여행을 갑니다 첫날 점심쯤 경주역 도착 예정이고 숙소는 보문관광단지 근처입니다 둘째 날은 경주월드를 다녀오고 오후 4시쯤 경주를 떠날 계획입니다 직접 운전할 예정인데 코스를 어떻게 짜야 	아이랑 일박이일  경주여행 코스 다섯 살 아이와 함께 경주로 가족여행을 갑니다 첫날 점심쯤 경주역 도착 예정이고 숙소는 보문관광단지 근처입니다 둘째 날은 경주월드를 다녀오고 오후 4시쯤 경주를 떠날 계획입니다 직접 운전할 예정인데 코스를 어떻게 짜야 
경주여행	23	 경주 여행  추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=482537365&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세영 경주여행 할려고 하는 10대인데여 황리단길 근처 어둑한 분위기 좋겟어요 경주 여행 가이드 교통편 맛집 볼거리까지 모두 알려줄게요 경주 여행 가이드 교통편 맛집 볼거리까지 모두 알려줄게요 	 경주 여행  추천 안녕하세영 경주여행 할려고 하는 10대인데여 황리단길 근처 어둑한 분위기 좋겟어요 경주 여행 가이드 교통편 맛집 볼거리까지 모두 알려줄게요 경주 여행 가이드 교통편 맛집 볼거리까지 모두 알려줄게요 
경주여행	24	 경주여행  코스(지도),숙소	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=223857049&qb=6rK97KO87Jes7ZaJ&enc=utf8	2주후에 여자친구와 같이 경주여행 을 하기로 했어요 차를 가지고 갈 예정인데요 경주여행 어떤식으로 코스를 잡고 가는것이 좋을까요 그리고 경주여행 코스 지도를 알아보고 외 경주여행 하면서 갈만한 곳 몇군데도 알려주세요 경주 	 경주여행  코스(지도),숙소 2주후에 여자친구와 같이 경주여행 을 하기로 했어요 차를 가지고 갈 예정인데요 경주여행 어떤식으로 코스를 잡고 가는것이 좋을까요 그리고 경주여행 코스 지도를 알아보고 외 경주여행 하면서 갈만한 곳 몇군데도 알려주세요 경주 
경주여행	25	 경주여행  동선 부탁드려요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=407781929&qb=6rK97KO87Jes7ZaJ&enc=utf8	1박으로 어린애들 데리고 경주여행 할거에요 숙소는 보문단지이구요 우선 정도 경주여행 을 다녀온 것 같은데요 아이랑 경주여행 하면서 체험코스 맛집 경주여행 TIP 1 경주 여행 코스는 크게 시내권 보문관광단지 토함산 남산 	 경주여행  동선 부탁드려요 1박으로 어린애들 데리고 경주여행 할거에요 숙소는 보문단지이구요 우선 정도 경주여행 을 다녀온 것 같은데요 아이랑 경주여행 하면서 체험코스 맛집 경주여행 TIP 1 경주 여행 코스는 크게 시내권 보문관광단지 토함산 남산 
경주여행	26	 경주여행 3박4일 갈려고하는데 24만원 괜찮을까요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=460586156&qb=6rK97KO87Jes7ZaJ&enc=utf8	애인이랑 3박4일 경주여행 갈려고하는데 돈을 제가 다쓸려고 맘먹었는데 24만원이면 충분할까요 경주여행 3박4일 갈려고하는데 245000원 괜찮을까 애인이랑 3박4일 경주여행 갈려고하는데 돈을 제가 다쓸려고 맘먹었는데 24만원이면 	 경주여행 3박4일 갈려고하는데 24만원 괜찮을까요 애인이랑 3박4일 경주여행 갈려고하는데 돈을 제가 다쓸려고 맘먹었는데 24만원이면 충분할까요 경주여행 3박4일 갈려고하는데 245000원 괜찮을까 애인이랑 3박4일 경주여행 갈려고하는데 돈을 제가 다쓸려고 맘먹었는데 24만원이면 
경주여행	27	 경주여행 코스좀	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=447058006&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 코스좀 경주 여행 을 계획하고 계신다니 정말 흥미로운 여행이 될 것 같습니다 경주는 신라의 역사와 문화 아름다운 자연경관을 느낄 수 있는 대한민국의 대표적인 관광 도시입니다 1박 2일 동안 방문할 수 있는 추천 여행 	 경주여행 코스좀  경주여행 코스좀 경주 여행 을 계획하고 계신다니 정말 흥미로운 여행이 될 것 같습니다 경주는 신라의 역사와 문화 아름다운 자연경관을 느낄 수 있는 대한민국의 대표적인 관광 도시입니다 1박 2일 동안 방문할 수 있는 추천 여행 
경주여행	28	 경주여행  실내관광	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=450211953&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 가는데 비가 많이 오더라고요 실내로 가는 곳 추천 좀 해주세요 검색을 기반 삼아 경주에서 비가 오는 실제 방문하시는 날씨와 여행 일정에 따라 운영시간을 확인해 보시고 즐거운 경주 여행 되시길 바랍니다 채택해 	 경주여행  실내관광  경주여행 가는데 비가 많이 오더라고요 실내로 가는 곳 추천 좀 해주세요 검색을 기반 삼아 경주에서 비가 오는 실제 방문하시는 날씨와 여행 일정에 따라 운영시간을 확인해 보시고 즐거운 경주 여행 되시길 바랍니다 채택해 
경주여행	29	 경주여행  운전	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=484876350&qb=6rK97KO87Jes7ZaJ&enc=utf8	평상시에는 운전을 안하고 제주 여행 갈때 몇번 해본게 다입니다 경주 케텍스 타고 가서 렌트 할거 같은데 초보 운전도 돌아다니기 어렵지 않을까요 경주는그렇게 복잡하지는 않은곳이지만 운전에 자신이 없다면 조심운전을 하면 	 경주여행  운전 평상시에는 운전을 안하고 제주 여행 갈때 몇번 해본게 다입니다 경주 케텍스 타고 가서 렌트 할거 같은데 초보 운전도 돌아다니기 어렵지 않을까요 경주는그렇게 복잡하지는 않은곳이지만 운전에 자신이 없다면 조심운전을 하면 
경주여행	30	 경주 여행  질문이요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=458127300&qb=6rK97KO87Jes7ZaJ&enc=utf8	 사시거나 경주 여행 가보신 분들의 의견 부탁드립니다 경주 한바퀴 돌아주는 버스 타시거나 택시타세용 걸어서 경주 여행 해보면 알거에요 택시잡기 힘들어요 첨부터 택시 많은관광지에서 택시잡거나 카카오 택시 	 경주 여행  질문이요  사시거나 경주 여행 가보신 분들의 의견 부탁드립니다 경주 한바퀴 돌아주는 버스 타시거나 택시타세용 걸어서 경주 여행 해보면 알거에요 택시잡기 힘들어요 첨부터 택시 많은관광지에서 택시잡거나 카카오 택시 
경주여행	31	 경주 여행  식당 추천 부탁드립니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=465334623&qb=6rK97KO87Jes7ZaJ&enc=utf8	한시간 뒤면 경주 도착하는데 경주여행 가서 여기는 꼭가봐야한다하는 식당이 경주 여행 에서 특별한 대접을 받을 수 있는 식당을 추천해드리겠습니다 위 두 식당 중 하나를 선택하시면 경주 여행 에서 특별한 대접을 받을 수 있을 	 경주 여행  식당 추천 부탁드립니다 한시간 뒤면 경주 도착하는데 경주여행 가서 여기는 꼭가봐야한다하는 식당이 경주 여행 에서 특별한 대접을 받을 수 있는 식당을 추천해드리겠습니다 위 두 식당 중 하나를 선택하시면 경주 여행 에서 특별한 대접을 받을 수 있을 
경주여행	32	3월 1일  경주 여행  코스 (당일치기)	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=413559176&qb=6rK97KO87Jes7ZaJ&enc=utf8	학생 4명이고 3 1 경주 여행 코스 좀 알려주세요 첨성대 근처 한복나드리에서 질문하신 경주 여행 일정 관련 답변 드리도록 하겠습니다 황리단길과 맞춤형 경주 여행 일정을 준비했어요 아래 첨부된 일정을 참고해보시고 여행에 	3월 1일  경주 여행  코스 (당일치기) 학생 4명이고 3 1 경주 여행 코스 좀 알려주세요 첨성대 근처 한복나드리에서 질문하신 경주 여행 일정 관련 답변 드리도록 하겠습니다 황리단길과 맞춤형 경주 여행 일정을 준비했어요 아래 첨부된 일정을 참고해보시고 여행에 
경주여행	33	 경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=454682775&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주 여행 은 역사 여행에 의미를 두고 다녀왔는데요 생각보다는 재미가 없었어요 너무 진지하게 공부하는 느낌으로 질문하신 경주 여행 지 관련 답변 드리도록 하겠습니다 가볼만한 경주 여행 지 중에서는 동궁과 월지 	 경주 여행   경주 여행 은 역사 여행에 의미를 두고 다녀왔는데요 생각보다는 재미가 없었어요 너무 진지하게 공부하는 느낌으로 질문하신 경주 여행 지 관련 답변 드리도록 하겠습니다 가볼만한 경주 여행 지 중에서는 동궁과 월지 
경주여행	34	2박3일  경주여행 코스 추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=459771722&qb=6rK97KO87Jes7ZaJ&enc=utf8	 뚜벅이 위한 경주여행 코스 추천 부탁드려요 세분이 오붓하게 경주여행 계획하고 계시는군요 대중교통을 이용해서 돌아볼 생각이시라면 가볍게 코스를 짜보시는것도 좋을거 같습니다 1 	2박3일  경주여행 코스 추천  뚜벅이 위한 경주여행 코스 추천 부탁드려요 세분이 오붓하게 경주여행 계획하고 계시는군요 대중교통을 이용해서 돌아볼 생각이시라면 가볍게 코스를 짜보시는것도 좋을거 같습니다 1 
경주여행	35	 경주 여행  코스 추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=436970450&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 코스 추천 가족 안녕하세요 무계획 이 루트로 실행하면 실패없는 경주여행 지를 소개해드릴까 합니다 한번 보시고 마음에 드신다면 채택 부탁드립니다 	 경주 여행  코스 추천  경주여행 코스 추천 가족 안녕하세요 무계획 이 루트로 실행하면 실패없는 경주여행 지를 소개해드릴까 합니다 한번 보시고 마음에 드신다면 채택 부탁드립니다 
경주여행	36	 경주 여행  중 꼭 가봐야 할 맛집 리스트는 무엇인가요?	https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40702&docId=486313613&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주 여행 을 계획 중이며 필수 방문 맛집과 핫플레이스를 알고 싶습니다 현지인들이 추천하는 숨은 명소나 경주 여행 시 꼭 가봐야 할 맛집은 황남빵 경주식당 잔치국수 교동법주 신라밀면이에요 핫플레이스는 경주 불국사와 	 경주 여행  중 꼭 가봐야 할 맛집 리스트는 무엇인가요?  경주 여행 을 계획 중이며 필수 방문 맛집과 핫플레이스를 알고 싶습니다 현지인들이 추천하는 숨은 명소나 경주 여행 시 꼭 가봐야 할 맛집은 황남빵 경주식당 잔치국수 교동법주 신라밀면이에요 핫플레이스는 경주 불국사와 
경주여행	37	 경주 여행 일정 도와주세요!!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=407408414&qb=6rK97KO87Jes7ZaJ&enc=utf8	 그냥 최소한의 움직임으로 이틀동안 다녀올 수 있는 경주 여행 코스좀 알려주세요 예쁜 카페도 추천 질문하신 경주 여행 일정 관련 답변 드리도록 하겠습니다 질문자님께서 원하신대로 최대한 여유로운 경주 여행 일정을 준비해 	 경주 여행 일정 도와주세요!!  그냥 최소한의 움직임으로 이틀동안 다녀올 수 있는 경주 여행 코스좀 알려주세요 예쁜 카페도 추천 질문하신 경주 여행 일정 관련 답변 드리도록 하겠습니다 질문자님께서 원하신대로 최대한 여유로운 경주 여행 일정을 준비해 
경주여행	38	 경주여행 가려는데 추천좀요!!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=407810074&qb=6rK97KO87Jes7ZaJ&enc=utf8	엄마혼자 초4 초2 아들 둘 데리고 주중에 경주 여행 정도 경주여행 을 다녀온 것 같은데요 구체적인 일정이 없어서 주요 경주여행 코스 맛집 숙소에 대한 제 경험담을 묶어서 소개할게요 경주여행 TIP 1 경주 여행 코스는 	 경주여행 가려는데 추천좀요!! 엄마혼자 초4 초2 아들 둘 데리고 주중에 경주 여행 정도 경주여행 을 다녀온 것 같은데요 구체적인 일정이 없어서 주요 경주여행 코스 맛집 숙소에 대한 제 경험담을 묶어서 소개할게요 경주여행 TIP 1 경주 여행 코스는 
